CORR_ANS,item_X,tripletid,file_X,onset_X,offset_X,word_X,speaker_X,CV_X,context_X,phone_X,distance_OTH,context_OTH,CV_OTH,file_OTH,item_OTH,offset_OTH,onset_OTH,phone_OTH,speaker_OTH,word_OTH,distance_TGT,context_TGT,CV_TGT,file_TGT,item_TGT,offset_TGT,onset_TGT,phone_TGT,speaker_TGT,word_TGT
A,ewan_50,stimulus68_A,stimuli/raw/ewan.wav,152.8525,153.4425,APAH,ewan,C,A,p,0.357352071986461,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_28,75.17926,74.47714,f,amelia,AFAH,0.298002005429309,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_2,5.58607,5.00997,p,amelia,APAH
B,ewan_29,stimulus31_B,stimuli/raw/ewan.wav,85.39155,86.1325,HUHDI,ewan,V,I,ʌ,0.339596873207597,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_14,36.2991,35.597,æ,amelia,HAEDI,0.329885634640591,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_29,77.88257,77.21549,ʌ,amelia,HUHDI
B,amelia_consonants_46,stimulus126_B,stimuli/raw/amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,0.258035839328313,I,C,stimuli/raw/ewan.wav,ewan_103,295.6425,295.1025,θ,ewan,EETHEE,0.250274670784106,I,C,stimuli/raw/ewan.wav,ewan_94,272.5425,271.9525,ʃ,ewan,EESHEE
A,amelia_vowels_33,stimulus28_A,stimuli/raw/amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ,0.401640265473728,A,V,stimuli/raw/ewan.wav,ewan_10,29.4125,28.6807,æ,ewan,HAEDAH,0.350897199506779,A,V,stimuli/raw/ewan.wav,ewan_33,98.1925,97.48359,ʊ,ewan,HOODAH
A,ewan_52,stimulus113_A,stimuli/raw/ewan.wav,158.3825,158.9425,APAH,ewan,C,A,p,0.345965176792846,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_50,132.8825,132.2225,θ,amelia,ATHAH,0.297384831108698,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_4,10.17064,9.59178,p,amelia,APAH
A,ewan_94,stimulus121_A,stimuli/raw/ewan.wav,271.9525,272.5425,EESHEE,ewan,C,I,ʃ,0.297204857287682,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_39,104.88504,104.21429,s,amelia,EESSEE,0.250417264652335,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_46,122.6025,121.8625,ʃ,amelia,EESHEE
A,amelia_consonants_6,stimulus117_A,stimuli/raw/amelia_consonants.wav,15.68234,16.262610000000002,EEPEE,amelia,C,I,p,0.334301936469926,I,C,stimuli/raw/ewan.wav,ewan_63,188.3425,187.7525,t,ewan,EETEE,0.299514676005958,I,C,stimuli/raw/ewan.wav,ewan_54,164.3725,163.7625,p,ewan,EEPEE
A,amelia_vowels_10,stimulus29_A,stimuli/raw/amelia_vowels.wav,25.31,26.0725,HAEDAH,amelia,V,A,æ,0.348063718282928,A,V,stimuli/raw/ewan.wav,ewan_25,73.8125,73.0025,ʌ,ewan,HUHDAH,0.30844533350755,A,V,stimuli/raw/ewan.wav,ewan_10,29.4125,28.6807,æ,ewan,HAEDAH
A,ewan_92,stimulus125_A,stimuli/raw/ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,0.307416580195654,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_50,132.8825,132.2225,θ,amelia,ATHAH,0.289074282423926,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_44,117.1625,116.4925,ʃ,amelia,ASHAH
B,amelia_consonants_55,stimulus115_B,stimuli/raw/amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,0.29811029404334,I,C,stimuli/raw/ewan.wav,ewan_54,164.3725,163.7625,p,ewan,EEPEE,0.271871040751538,I,C,stimuli/raw/ewan.wav,ewan_103,295.6425,295.1025,θ,ewan,EETHEE
B,ewan_14,stimulus26_B,stimuli/raw/ewan.wav,40.24068,40.9225,HAEDI,ewan,V,I,æ,0.364202162239129,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_37,97.7525,97.03204,ʊ,amelia,HOODI,0.312246758206146,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_14,36.2991,35.597,æ,amelia,HAEDI
B,ewan_103,stimulus79_B,stimuli/raw/ewan.wav,295.1025,295.6425,EETHEE,ewan,C,I,θ,0.310169450994096,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_30,81.0525,80.3525,f,amelia,EEFEE,0.271871040751538,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_55,145.8925,145.1325,θ,amelia,EETHEE
B,ewan_95,stimulus71_B,stimuli/raw/ewan.wav,274.4625,274.9925,EESHEE,ewan,C,I,ʃ,0.309617327751081,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_30,81.0525,80.3525,f,amelia,EEFEE,0.259838578852454,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_47,124.8925,124.1225,ʃ,amelia,EESHEE
A,amelia_consonants_30,stimulus73_A,stimuli/raw/amelia_consonants.wav,80.3525,81.0525,EEFEE,amelia,C,I,f,0.30317306779168,I,C,stimuli/raw/ewan.wav,ewan_87,255.0425,254.4625,s,ewan,EESSEE,0.285111074304766,I,C,stimuli/raw/ewan.wav,ewan_78,231.0925,230.5525,f,ewan,EEFEE
B,amelia_consonants_44,stimulus122_B,stimuli/raw/amelia_consonants.wav,116.4925,117.1625,ASHAH,amelia,C,A,ʃ,0.326404977450892,A,C,stimuli/raw/ewan.wav,ewan_82,242.2825,241.7525,s,ewan,ASSAH,0.289074282423926,A,C,stimuli/raw/ewan.wav,ewan_92,267.2825,266.7625,ʃ,ewan,ASHAH
B,ewan_54,stimulus118_B,stimuli/raw/ewan.wav,163.7625,164.3725,EEPEE,ewan,C,I,p,0.311176629535769,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_15,39.6784,39.06797,t,amelia,EETEE,0.299514676005958,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_6,16.26261,15.68234,p,amelia,EEPEE
B,amelia_vowels_14,stimulus22_B,stimuli/raw/amelia_vowels.wav,35.597,36.2991,HAEDI,amelia,V,I,æ,0.378832529360699,I,V,stimuli/raw/ewan.wav,ewan_21,61.7525,60.9271,i,ewan,HEEDI,0.312246758206146,I,V,stimuli/raw/ewan.wav,ewan_14,40.9225,40.24068,æ,ewan,HAEDI
B,ewan_2,stimulus18_B,stimuli/raw/ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,0.376188883488214,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_41,107.96148,107.22875,u,amelia,WHODAH,0.277751185106939,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_2,5.3325,4.61383,ɑ,amelia,HADAH
A,amelia_consonants_47,stimulus72_A,stimuli/raw/amelia_consonants.wav,124.1225,124.8925,EESHEE,amelia,C,I,ʃ,0.26831261059094,I,C,stimuli/raw/ewan.wav,ewan_78,231.0925,230.5525,f,ewan,EEFEE,0.259838578852454,I,C,stimuli/raw/ewan.wav,ewan_95,274.9925,274.4625,ʃ,ewan,EESHEE
B,ewan_76,stimulus70_B,stimuli/raw/ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,0.337989073205652,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_42,112.9325,112.2325,ʃ,amelia,ASHAH,0.331762991404855,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_28,75.17926,74.47714,f,amelia,AFAH
A,amelia_consonants_30,stimulus65_A,stimuli/raw/amelia_consonants.wav,80.3525,81.0525,EEFEE,amelia,C,I,f,0.302081029979867,I,C,stimuli/raw/ewan.wav,ewan_55,166.9025,166.2925,p,ewan,EEPEE,0.285111074304766,I,C,stimuli/raw/ewan.wav,ewan_78,231.0925,230.5525,f,ewan,EEFEE
A,ewan_70,stimulus101_A,stimuli/raw/ewan.wav,208.1525,208.7325,EEKEE,ewan,C,I,k,0.314913925652473,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_15,39.6784,39.06797,t,amelia,EETEE,0.287747263777076,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_22,59.67452,58.98421,k,amelia,EEKEE
B,ewan_29,stimulus51_B,stimuli/raw/ewan.wav,85.39155,86.1325,HUHDI,ewan,V,I,ʌ,0.362835259166406,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_38,100.07357,99.36865,ʊ,amelia,HOODI,0.329885634640591,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_29,77.88257,77.21549,ʌ,amelia,HUHDI
A,ewan_54,stimulus105_A,stimuli/raw/ewan.wav,163.7625,164.3725,EEPEE,ewan,C,I,p,0.289797728062116,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_47,124.8925,124.1225,ʃ,amelia,EESHEE,0.299514676005958,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_6,16.26261,15.68234,p,amelia,EEPEE
B,ewan_34,stimulus54_B,stimuli/raw/ewan.wav,99.9925,100.7325,HOODAH,ewan,V,A,ʊ,0.352813964344557,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_41,107.96148,107.22875,u,amelia,WHODAH,0.337375514363449,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_34,90.0925,89.37938,ʊ,amelia,HOODAH
A,ewan_21,stimulus8_A,stimuli/raw/ewan.wav,60.9271,61.7525,HEEDI,ewan,V,I,i,0.386643528464632,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_6,15.5725,14.8025,ɑ,amelia,HADI,0.325911150514844,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_21,56.1625,55.37294,i,amelia,HEEDI
B,amelia_consonants_20,stimulus102_B,stimuli/raw/amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,0.316901563248927,A,C,stimuli/raw/ewan.wav,ewan_58,175.0425,174.5225,t,ewan,ATAH,0.302417738603435,A,C,stimuli/raw/ewan.wav,ewan_68,201.7625,201.2425,k,ewan,AKAH
B,ewan_45,stimulus55_B,stimuli/raw/ewan.wav,132.37364,133.1225,WHODI,ewan,V,I,u,0.34891831920875,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_38,100.07357,99.36865,ʊ,amelia,HOODI,0.31981365569871,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_45,117.88562,117.13683,u,amelia,WHODI
A,amelia_vowels_25,stimulus16_A,stimuli/raw/amelia_vowels.wav,66.85124,67.6025,HUHDAH,amelia,V,A,ʌ,0.312209383108665,A,V,stimuli/raw/ewan.wav,ewan_2,7.0825,6.19383,ɑ,ewan,HADAH,0.320174558708622,A,V,stimuli/raw/ewan.wav,ewan_25,73.8125,73.0025,ʌ,ewan,HUHDAH
A,amelia_vowels_25,stimulus52_A,stimuli/raw/amelia_vowels.wav,66.85124,67.6025,HUHDAH,amelia,V,A,ʌ,0.345904570497584,A,V,stimuli/raw/ewan.wav,ewan_34,100.7325,99.9925,ʊ,ewan,HOODAH,0.320174558708622,A,V,stimuli/raw/ewan.wav,ewan_25,73.8125,73.0025,ʌ,ewan,HUHDAH
A,ewan_68,stimulus97_A,stimuli/raw/ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,0.329427316723803,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_50,132.8825,132.2225,θ,amelia,ATHAH,0.302417738603435,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_20,53.6525,53.0271,k,amelia,AKAH
A,ewan_90,stimulus108_A,stimuli/raw/ewan.wav,261.8925,262.4725,ASHAH,ewan,C,A,ʃ,0.360343793334309,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_4,10.17064,9.59178,p,amelia,APAH,0.291436401252344,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_42,112.9325,112.2325,ʃ,amelia,ASHAH
A,ewan_2,stimulus13_A,stimuli/raw/ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,0.312209383108665,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_25,67.6025,66.85124,ʌ,amelia,HUHDAH,0.277751185106939,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_2,5.3325,4.61383,ɑ,amelia,HADAH
A,amelia_vowels_34,stimulus53_A,stimuli/raw/amelia_vowels.wav,89.37938,90.0925,HOODAH,amelia,V,A,ʊ,0.361870914082992,A,V,stimuli/raw/ewan.wav,ewan_41,121.8625,121.1525,u,ewan,WHODAH,0.337375514363449,A,V,stimuli/raw/ewan.wav,ewan_34,100.7325,99.9925,ʊ,ewan,HOODAH
B,ewan_58,stimulus103_B,stimuli/raw/ewan.wav,174.5225,175.0425,ATAH,ewan,C,A,t,0.316901563248927,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_20,53.6525,53.0271,k,amelia,AKAH,0.317317104298793,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_10,26.41988,25.79256,t,amelia,ATAH
B,amelia_vowels_9,stimulus3_B,stimuli/raw/amelia_vowels.wav,23.06915,23.8525,HAEDAH,amelia,V,A,æ,0.320872115565199,A,V,stimuli/raw/ewan.wav,ewan_2,7.0825,6.19383,ɑ,ewan,HADAH,0.303307329601795,A,V,stimuli/raw/ewan.wav,ewan_9,26.8525,26.1325,æ,ewan,HAEDAH
B,amelia_consonants_47,stimulus107_B,stimuli/raw/amelia_consonants.wav,124.1225,124.8925,EESHEE,amelia,C,I,ʃ,0.289797728062116,I,C,stimuli/raw/ewan.wav,ewan_54,164.3725,163.7625,p,ewan,EEPEE,0.259838578852454,I,C,stimuli/raw/ewan.wav,ewan_95,274.9925,274.4625,ʃ,ewan,EESHEE
B,amelia_vowels_17,stimulus7_B,stimuli/raw/amelia_vowels.wav,44.25247,45.0725,HEEDAH,amelia,V,A,i,0.398745630107613,A,V,stimuli/raw/ewan.wav,ewan_2,7.0825,6.19383,ɑ,ewan,HADAH,0.332966047028067,A,V,stimuli/raw/ewan.wav,ewan_17,49.8125,49.0225,i,ewan,HEEDAH
A,ewan_41,stimulus60_A,stimuli/raw/ewan.wav,121.1525,121.8625,WHODAH,ewan,V,A,u,0.361870914082992,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_34,90.0925,89.37938,ʊ,amelia,HOODAH,0.325274023057048,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_41,107.96148,107.22875,u,amelia,WHODAH
A,amelia_vowels_13,stimulus4_A,stimuli/raw/amelia_vowels.wav,33.58525,34.29433,HAEDI,amelia,V,I,æ,0.332957550216244,I,V,stimuli/raw/ewan.wav,ewan_6,18.1025,17.36061,ɑ,ewan,HADI,0.330662050327275,I,V,stimuli/raw/ewan.wav,ewan_13,38.4325,37.7225,æ,ewan,HAEDI
A,ewan_2,stimulus5_A,stimuli/raw/ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,0.398745630107613,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_17,45.0725,44.25247,i,amelia,HEEDAH,0.277751185106939,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_2,5.3325,4.61383,ɑ,amelia,HADAH
B,amelia_vowels_6,stimulus14_B,stimuli/raw/amelia_vowels.wav,14.8025,15.5725,HADI,amelia,V,I,ɑ,0.337339078477087,I,V,stimuli/raw/ewan.wav,ewan_29,86.1325,85.39155,ʌ,ewan,HUHDI,0.300838967292525,I,V,stimuli/raw/ewan.wav,ewan_6,18.1025,17.36061,ɑ,ewan,HADI
B,amelia_consonants_28,stimulus62_B,stimuli/raw/amelia_consonants.wav,74.47714,75.17926,AFAH,amelia,C,A,f,0.303740316525215,A,C,stimuli/raw/ewan.wav,ewan_66,196.7225,196.2025,k,ewan,AKAH,0.33276964009553,A,C,stimuli/raw/ewan.wav,ewan_76,224.8825,224.3325,f,ewan,AFAH
B,ewan_2,stimulus2_B,stimuli/raw/ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,0.320872115565199,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_9,23.8525,23.06915,æ,amelia,HAEDAH,0.277751185106939,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_2,5.3325,4.61383,ɑ,amelia,HADAH
B,amelia_consonants_20,stimulus98_B,stimuli/raw/amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,0.353625632188853,A,C,stimuli/raw/ewan.wav,ewan_98,282.7725,282.1625,θ,ewan,ATHAH,0.302417738603435,A,C,stimuli/raw/ewan.wav,ewan_68,201.7625,201.2425,k,ewan,AKAH
B,ewan_38,stimulus58_B,stimuli/raw/ewan.wav,111.6225,112.2625,HOODI,ewan,V,I,ʊ,0.324914883479442,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_45,117.88562,117.13683,u,amelia,WHODI,0.339201183818305,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_38,100.07357,99.36865,ʊ,amelia,HOODI
A,ewan_66,stimulus64_A,stimuli/raw/ewan.wav,196.2025,196.7225,AKAH,ewan,C,A,k,0.303700778949518,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_28,75.17926,74.47714,f,amelia,AFAH,0.321386364199422,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_18,48.5625,47.94524,k,amelia,AKAH
B,amelia_vowels_45,stimulus59_B,stimuli/raw/amelia_vowels.wav,117.13683,117.88561999999999,WHODI,amelia,V,I,u,0.324914883479442,I,V,stimuli/raw/ewan.wav,ewan_38,112.2625,111.6225,ʊ,ewan,HOODI,0.31981365569871,I,V,stimuli/raw/ewan.wav,ewan_45,133.1225,132.37364,u,ewan,WHODI
A,amelia_vowels_34,stimulus57_A,stimuli/raw/amelia_vowels.wav,89.37938,90.0925,HOODAH,amelia,V,A,ʊ,0.361870914082992,A,V,stimuli/raw/ewan.wav,ewan_41,121.8625,121.1525,u,ewan,WHODAH,0.337375514363449,A,V,stimuli/raw/ewan.wav,ewan_34,100.7325,99.9925,ʊ,ewan,HOODAH
A,ewan_37,stimulus12_A,stimuli/raw/ewan.wav,109.0925,109.8025,HOODI,ewan,V,I,ʊ,0.352188174757778,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_6,15.5725,14.8025,ɑ,amelia,HADI,0.324582101551292,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_37,97.7525,97.03204,ʊ,amelia,HOODI
B,ewan_82,stimulus111_B,stimuli/raw/ewan.wav,241.7525,242.2825,ASSAH,ewan,C,A,s,0.341404491076081,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_4,10.17064,9.59178,p,amelia,APAH,0.317189908824894,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_34,92.1125,91.35499,s,amelia,ASSAH
A,ewan_6,stimulus1_A,stimuli/raw/ewan.wav,17.36061,18.1025,HADI,ewan,V,I,ɑ,0.332957550216244,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_13,34.29433,33.58525,æ,amelia,HAEDI,0.300774645068607,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_6,15.5725,14.8025,ɑ,amelia,HADI
A,ewan_87,stimulus112_A,stimuli/raw/ewan.wav,254.4625,255.0425,EESSEE,ewan,C,I,s,0.366823869604669,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_6,16.26261,15.68234,p,amelia,EEPEE,0.277343742075727,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_39,104.88504,104.21429,s,amelia,EESSEE
B,ewan_2,stimulus10_B,stimuli/raw/ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,0.374867315341239,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_33,88.0325,87.27244,ʊ,amelia,HOODAH,0.277751185106939,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_2,5.3325,4.61383,ɑ,amelia,HADAH
A,amelia_vowels_45,stimulus56_A,stimuli/raw/amelia_vowels.wav,117.13683,117.88561999999999,WHODI,amelia,V,I,u,0.324914883479442,I,V,stimuli/raw/ewan.wav,ewan_38,112.2625,111.6225,ʊ,ewan,HOODI,0.31981365569871,I,V,stimuli/raw/ewan.wav,ewan_45,133.1225,132.37364,u,ewan,WHODI
B,amelia_vowels_6,stimulus6_B,stimuli/raw/amelia_vowels.wav,14.8025,15.5725,HADI,amelia,V,I,ɑ,0.386643528464632,I,V,stimuli/raw/ewan.wav,ewan_21,61.7525,60.9271,i,ewan,HEEDI,0.300838967292525,I,V,stimuli/raw/ewan.wav,ewan_6,18.1025,17.36061,ɑ,ewan,HADI
B,amelia_vowels_33,stimulus11_B,stimuli/raw/amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ,0.374867315341239,A,V,stimuli/raw/ewan.wav,ewan_2,7.0825,6.19383,ɑ,ewan,HADAH,0.350897199506779,A,V,stimuli/raw/ewan.wav,ewan_33,98.1925,97.48359,ʊ,ewan,HOODAH
B,amelia_consonants_6,stimulus110_B,stimuli/raw/amelia_consonants.wav,15.68234,16.262610000000002,EEPEE,amelia,C,I,p,0.366823869604669,I,C,stimuli/raw/ewan.wav,ewan_87,255.0425,254.4625,s,ewan,EESSEE,0.299514676005958,I,C,stimuli/raw/ewan.wav,ewan_54,164.3725,163.7625,p,ewan,EEPEE
B,amelia_consonants_4,stimulus106_B,stimuli/raw/amelia_consonants.wav,9.59178,10.170639999999999,APAH,amelia,C,A,p,0.360343793334309,A,C,stimuli/raw/ewan.wav,ewan_90,262.4725,261.8925,ʃ,ewan,ASHAH,0.297384831108698,A,C,stimuli/raw/ewan.wav,ewan_52,158.9425,158.3825,p,ewan,APAH
A,amelia_consonants_4,stimulus109_A,stimuli/raw/amelia_consonants.wav,9.59178,10.170639999999999,APAH,amelia,C,A,p,0.341404491076081,A,C,stimuli/raw/ewan.wav,ewan_82,242.2825,241.7525,s,ewan,ASSAH,0.297384831108698,A,C,stimuli/raw/ewan.wav,ewan_52,158.9425,158.3825,p,ewan,APAH
A,ewan_78,stimulus61_A,stimuli/raw/ewan.wav,230.5525,231.0925,EEFEE,ewan,C,I,f,0.306022065660598,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_23,62.1525,61.4825,k,amelia,EEKEE,0.285111074304766,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_30,81.0525,80.3525,f,amelia,EEFEE
A,amelia_vowels_6,stimulus9_A,stimuli/raw/amelia_vowels.wav,14.8025,15.5725,HADI,amelia,V,I,ɑ,0.352188174757778,I,V,stimuli/raw/ewan.wav,ewan_37,109.8025,109.0925,ʊ,ewan,HOODI,0.300838967292525,I,V,stimuli/raw/ewan.wav,ewan_6,18.1025,17.36061,ɑ,ewan,HADI
B,amelia_consonants_55,stimulus99_B,stimuli/raw/amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,0.288383410244492,I,C,stimuli/raw/ewan.wav,ewan_70,208.7325,208.1525,k,ewan,EEKEE,0.271871040751538,I,C,stimuli/raw/ewan.wav,ewan_103,295.6425,295.1025,θ,ewan,EETHEE
B,amelia_consonants_23,stimulus63_B,stimuli/raw/amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k,0.306022065660598,I,C,stimuli/raw/ewan.wav,ewan_78,231.0925,230.5525,f,ewan,EEFEE,0.265595293377279,I,C,stimuli/raw/ewan.wav,ewan_71,211.2825,210.7425,k,ewan,EEKEE
B,ewan_29,stimulus15_B,stimuli/raw/ewan.wav,85.39155,86.1325,HUHDI,ewan,V,I,ʌ,0.337339078477087,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_6,15.5725,14.8025,ɑ,amelia,HADI,0.329885634640591,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_29,77.88257,77.21549,ʌ,amelia,HUHDI
